Speech_Content_ID,Type,Name,Text,Speech_Time
4,a,CHRIS HIPKINS,"I would note that we have done similar things in the past, where smaller parties have had only one or two members. Similar provisions were in place in the last Parliament to allow the ACT Party leader, who at that point was a sole MP, to be able to participate in debates, and, if I recall correctly, similar provisions existed prior to allow the ACT Party, United Future Party, and, in fact, the Māori Party, when it had fewer members, to also be able to participate in those debates.",2021-07-01 14:59:41
0,Speech,GOLRIZ GHAHRAMAN," Point of order. I apologise; while I was on duty during the last vote, I didn't realise that I was to enter proxy votes on behalf of Te Paati Māori, so if I could just enter their votes on the bill that was the Holidays (Parent-Teacher Interview Leave) Amendment Bill.",2021-06-30 19:00:28
1,Interjection,ASSISTANT SPEAKER," Just a moment, we'll just get this right. If the member would care to seek leave to amend the vote.",2021-06-30 19:00:28
2,ContinueSpeech,GOLRIZ GHAHRAMAN," I do seek leave to amend the vote, Madam Speaker. ",2021-06-30 19:00:28
3,Interjection,ASSISTANT SPEAKER, And what is the member amending?,2021-06-30 19:00:28
4,ContinueSpeech,GOLRIZ GHAHRAMAN," Oh, sorry, the votes are two in favour.",2021-06-30 19:00:28
5,Interjection,ASSISTANT SPEAKER, Thank you.,2021-06-30 19:00:28
6,ContinueSpeech,GOLRIZ GHAHRAMAN, Thank you.,2021-06-30 19:00:28
7,Speech,ERICA STANFORD, I move that the Crimes (Robbery) Amendment Bill be now read a first time. I nominate the Justice Committee to consider the bill.,2021-06-30 19:01:23
8,Interjection,ASSISTANT SPEAKER, Sorry to interrupt the member—apologies. We'll get this right. So I will call on member's order of the day No. 4.,2021-06-30 19:01:23
0,Speech,CHRIS HIPKINS, I wish to make a ministerial statement following Cabinet decisions on the alert level in the Wellington region and the travel pause with Australia.,1899-12-30 14:00:59
1,a,CHRIS HIPKINS,"We've been at alert level 2 in Wellington for the past week out of an abundance of caution given the large number of highly populated places a recent case visited while potentially infectious with the Delta variant of COVID-19. Given there have been no cases of COVID-19 detected, nearly 2,500 negative results from potential contacts of the case—including repeat negative results from that person's close contacts—Cabinet has decided to shift Wellington to alert level 1 from 11.59 p.m. tonight. We are confident that the risk of community transmission from that case is low, but I ask all New Zealanders to remain vigilant and stay on high alert until a full 14 days have passed since that Sydney case left New Zealand. Testing centres will remain open in Wellington central, Porirua, Kāpiti coast, Hutt Valley, and the Wairarapa. People who haven't checked locations of interest should do so, and get a test if they have been to any of those locations within the specified time period; or if they have cold and flu symptoms, any aches or pains, they should stay home, they should call Healthline or their GP, and they should arrange to get a test.",1899-12-30 14:00:59
2,a,CHRIS HIPKINS,"Cabinet's also agreed to extend the travel pause on trans-Tasman travel for most Australian states. From 11.59 p.m. on Sunday, 4 July, New Zealand will lift the travel pause to allow travel to and from South Australia, ACT, Tasmania, and Victoria. That will be under review until that time. The health advice is that the spread of COVID-19 cases in those parts of Australia has been contained at this point. There's robust surveillance testing and contact tracing to detect and manage cases and adequate border controls are in place to prevent the spread of new cases. Officials will keep a close eye on the situation in these states. However, Cabinet has decided to extend requirements for people coming to New Zealand to include a pre-departure test. This means that all travellers eligible to fly to New Zealand will now be required to have a pre-departure test within 72 hours of when they are leaving Australia. To be eligible to fly, travellers must not have been in Queensland, the Northern Territory, or Western Australia on or after 10.30 p.m. New Zealand time on 26 June and they must not have been in New South Wales on or after 11.59 p.m. New Zealand time on 22 June.",1899-12-30 14:00:59
3,a,CHRIS HIPKINS,"We want to ensure that New Zealanders aren't unnecessarily barred from travelling to New Zealand when there is no risk of COVID-19, but we do need to keep monitoring the situation closely. Cabinet carefully weighed up the evidence this morning and we consider a partial lifting of the pause to be a proportionate action when that's also bolstered by the introduction of mandatory pre-departure testing. Today's decision gives airlines, passengers, Government officials, and others time to prepare for flights back from those states that we consider to be low risk when that travel pause lifts. ",1899-12-30 14:00:59
4,a,CHRIS HIPKINS,We know how important the travel bubble is—in particular for families and for businesses—but we also want to avoid the situation where we have to respond to cases here in New Zealand. Our system from here of only opening up to states as and when they bring COVID-19 under control will help New Zealand to stay at COVID-19 alert level 1.,1899-12-30 14:00:59
5,Speech,na,,2021-06-29 15:17:04
6,Speech,SPEAKER," I have received letters from Melissa Lee and Brooke van Velden seeking to debate under Standing Order 399 the release of sensitive information as part of a ransomware attack on the Waikato District Health Board. While the ransomware attack has been ongoing for some weeks, the release of sensitive information was reported today. This is therefore a particular case of recent occurrence for which there is ministerial responsibility. Public confidence in the health system and the confidentiality of patient information is important. ",na
7,a,SPEAKER,"When considering an urgent debate application, the Speaker takes into account whether there are any other parliamentary means of debating the matter. When I last considered an application on this ransomware attack, I declined it as the Budget debate was set down for debate that day. If the Budget debate had not been on the Order Paper, I would have been inclined to grant the application. I consider that the new information on the ransomware attack is sufficiently urgent to put aside the business of the House today. ",na
8,a,SPEAKER,Ms van Velden's application was received first and I therefore call on Brooke van Velden to move that the House take note of a matter of urgent public importance.,na
9,Speech,DAVID PARKER," Mr Speaker, I seek leave to move a motion without notice referring the exposure draft and terms of reference for an inquiry on the Natural and Built Environments Bill: Parliamentary Paper to the Environment Committee for consideration.",2021-06-29 19:17:34
10,Speech,SPEAKER, Leave has been sought for that course of action. Is there any objection? There is objection.,2021-06-29 19:17:49
11,Interjection,Matt Doocey, I don't know anything about it.,2021-06-29 19:17:49
12,Interjection,SPEAKER," Well, I thought the member was on a call not that long ago where it was discussed. But anyway. ",2021-06-29 19:17:49
13,a,SPEAKER,"I declare the House in committee for consideration of the Gas (Information Disclosure and Penalties) Amendment Bill and the Reserve Bank of New Zealand Bill. [Pause in proceedings] I'm waiting until I get a replacement. I think it's fair to say we're in a slightly unanticipated point, so I'm sure Roland is doing his best to find someone to sit in the Chair. [Interruption]",2021-06-29 19:17:49
14,Speech,DAVID PARKER," Madam Speaker, I seek leave to move a motion without notice referring the exposure draft and terms of reference for an inquiry on the Natural and Built Environments Bill: Parliamentary Paper to the Environment Committee for consideration.",2021-06-29 20:09:54
15,Interjection,ASSISTANT SPEAKER, Leave is sought for that course of action. Is there any objection? There appears to be none.,2021-06-29 20:09:54
16,ContinueSpeech,DAVID PARKER," I move, That the Natural and Built Environments Bill: Parliamentary Paper on the exposure draft be referred to the Environment Committee for consideration in accordance with the following terms of reference:",2021-06-29 20:09:54
17,ContinueSpeech,"The purpose of the inquiry is to provide feedback on the extent to which the provisions in the exposure draft of the Natural and Built Environments Bill will support the resource management reform objectives, to",,2021-06-29 20:09:54
18,ContinueSpeech,na,"protect, and where necessary, restore the natural environment, including its capacity to provide for the well-being of present and future generations",2021-06-29 20:09:54
19,ContinueSpeech,na,"better enable development within environmental biophysical limits including a significant improvement in housing supply, affordability and choice, and timely provision of appropriate infrastructure, including social infrastructure",2021-06-29 20:09:54
20,ContinueSpeech,na,"give effect to the principles of Te Tiriti o Waitangi and provide greater recognition of te ao Māori, including mātauranga Māori",2021-06-29 20:09:54
21,ContinueSpeech,na,"better prepare for adapting to climate change and risks from natural hazards, and better mitigate emissions contributing to climate change",2021-06-29 20:09:54
22,ContinueSpeech,na,"improve system efficiency and effectiveness, and reduce complexity, while retaining appropriate local democratic input. ",2021-06-29 20:09:54
23,ContinueSpeech,na,The select committee is asked to pay particular attention to objective (e) when providing their feedback on point 1. ,2021-06-29 20:09:54
24,ContinueSpeech,na,"The select committee is also asked to collate a list of ideas (including considering the examples in the parliamentary paper) for making the new system more efficient, more proportionate to the scale and/or risks associated with given activities, more affordable for the end user, and less complex, compared to the current system. ",2021-06-29 20:09:54
25,ContinueSpeech,"For the avoidance of doubt, the scope of the inquiry is limited to the following",,2021-06-29 20:09:54
26,ContinueSpeech,na,feedback on the exposure draft,2021-06-29 20:09:54
27,ContinueSpeech,na,feedback on the material in the parliamentary paper that provides rationale for the clauses in the exposure draft,2021-06-29 20:09:54
28,ContinueSpeech,na,collating a list of ideas for point 3 above. ,2021-06-29 20:09:54
29,a,DAVID PARKER,"And that the committee report back to the House with any policy recommendations to the Government by 18 October 2021 and that it have the authority to meet on Fridays during the sitting of the House and during an evening after 6 p.m. on a day on which there has been a sitting of the House, despite Standing Orders 193 and 196.",2021-06-29 20:09:54
30,a,DAVID PARKER,"Can I begin by thanking the House for granting leave, given that the report-back is in the middle of October and it's quite a complex piece of work that the committee is being asked to undertake. The additional time that that accords by allowing the committee to call for submissions immediately and start getting its briefing from departmental officials I'm sure will be appreciated by the committee.",2021-06-29 20:09:54
31,a,DAVID PARKER,"I'm not going to go into a lot of detail, but I think there's general agreement across the House that the Resource Management Act (RMA) has passed its use-by date and hasn't really achieved the purpose, which was to protect the environment and enable development. In truth, processes take too long, they cost too much, and it hasn't been successful at protecting the environment against cumulative effects. The RMA's theory was that we would avoid, remedy, or mitigate adverse effects—in the end it's generally been ""mitigate"" rather than ""avoid"". As a consequence, environmental services have been sliced off like a salami having a slice taken off time and again. That's the reason why we've had degrading water quality, and it's also failed in its role, really, in respect of greenhouse gas emissions. In addition to that, it obviously hasn't enabled enough housing supply to keep up with the demand for housing, and that's not the only reason why we have a housing crisis in New Zealand, but it has contributed to it. ",2021-06-29 20:09:54
32,a,DAVID PARKER,"The new legislation moves or proposes to move to an outcomes focus rather than an effects basis, and those outcomes are to be specified in the national planning framework, which is explained in the explanatory note that's going to the select committee. That will include bottom lines on things like water quality. But, for the first time, it will also have positive prescriptions in there to require positive outcomes for infrastructure development and housing. Although there is some provision in respect of housing in the current National Policy Statement on Urban Development, there will be a more holistic view to this. It works in combination with the proposed Strategic Planning Act, which will provide high-level strategic planning by region. The number of plans will chunk down from around 100 to about 14. We say ""about"" because we're not quite finalised as to what we're going to do in the north of the South Island, where there are a couple of unitary authorities. But, essentially, it will reduce the number of plans from 100 to 14, which is an enormous reduction. ",2021-06-29 20:09:54
33,a,DAVID PARKER,"One of the requests of the select committee is that they try to harvest everyone's ideas as to how we can drive proportionate processes, how we can have a system that requires less consents. Where consents are required, the processes that are run to resolve sometimes the inherent tension between development and environment—how can we run processes that are more cost effective and proportionate to the issues that are being considered? ",2021-06-29 20:09:54
34,a,DAVID PARKER,I would ask for the support of the House for the motion and I'm interested to hear colleagues from around the House.,2021-06-29 20:09:54
35,Speech,ASSISTANT SPEAKER, The question is that the motion be agreed to. ,2021-06-29 20:16:40
0,Speech,GRANT ROBERTSON, I seek leave to move a motion without notice to congratulate the Black Caps on becoming cricket's first world test champions.,2021-06-24 14:00:54
1,Interjection,DEPUTY SPEAKER, Is there any objection to that course of action being followed? There appears to be none.,2021-06-24 14:00:54
2,ContinueSpeech,GRANT ROBERTSON," I move, That this House heartily congratulate the Black Caps on winning the International Cricket Council's inaugural World Test Championship. ",2021-06-24 14:00:54
3,a,GRANT ROBERTSON,"The exhilarating final played against India over the last six days was in fact the culmination of two years of international fixtures, which saw the Black Caps defeat Pakistan, the West Indies, India, and Sri Lanka, and also England—although, somewhat bizarrely, that wasn't part of the World Test Championship—along the way. All of this happened through the difficulty of COVID-19, and that makes this achievement all the more remarkable.",2021-06-24 14:00:54
4,a,GRANT ROBERTSON,"Throughout this time, the Black Caps have stood out for their determination and never-say-die attitude. In Mount Maunganui over the summer, fast bowler Neil Wagner bowled over after over, with not one but two broken toes, while driving New Zealand to victory over Pakistan. And even last night, wicketkeeper BJ Watling, who was playing his final test match for New Zealand, played through an agonising dislocated finger. In sometimes seemingly hopeless situations, the Black Caps have found a way to win.",2021-06-24 14:00:54
5,a,GRANT ROBERTSON,"Their ability to perform against a much larger and better resourced opponent was never clearer than in the final. Our representatives of the team of 5 million against those of a team of 1 billion saw the little guy come out on top. I want to acknowledge the talented and competitive Indian team, who played such a part in a rollercoaster of a game, that saw all possible results still live on the last day.",2021-06-24 14:00:54
6,a,GRANT ROBERTSON,"The win saw valuable contributions from almost every member of the Black Caps, but I want to pay particular tribute to the man who hit the winning runs, Ross Taylor. New Zealand's all-time leading run scorer exemplifies the spirit and culture of this team. Having lost the captaincy of the side in 2012, he has continued to commit himself to the team and its culture and he has flourished in his batting role.",2021-06-24 14:00:54
7,a,GRANT ROBERTSON,"To all of the Black Caps and their remarkable captain, Kane Williamson, we are so very, very proud of the team. I have had the privilege to spend time with the Black Caps over the last few years, and they have a team culture that exemplifies the very best of Aotearoa New Zealand. They are frequently cited by other teams and commentators as playing cricket as it should be played—playing hard but always playing in a spirit of fairness, respect, and camaraderie. The team are humble, authentic, and deeply loyal to one another and to New Zealand.",2021-06-24 14:00:54
8,a,GRANT ROBERTSON,"In addition to Kane Williamson, in this regard, I also want to acknowledge the coach, Gary Stead; manager, Mike Sandle; previous captain Brendon McCullum and coach Mike Hesson; and all of the back room team. I also want to acknowledge David White, the chief executive of New Zealand Cricket, and his team, who have worked so hard to not only support the Black Caps but to genuinely make this a game for all New Zealanders.",2021-06-24 14:00:54
9,a,GRANT ROBERTSON,"In conclusion, I want to say that I was at Lord's two years ago with a number of other members of the House when New Zealand did not win the one-day international World Cup. I say ""did not win"" because I am pretty sure that they did not lose either. That was a heartbreaking day for cricket fans, but obviously much more so for the players. Seven of those players were in the team today.",2021-06-24 14:00:54
10,a,GRANT ROBERTSON,The resilience of this squad has been incredible. They are now the number one - ranked one-day international team in the world and are now the world champions of test cricket. We are so very proud of them. This is truly a golden age of cricket in our country and I'm sure that they will inspire young boys and girls across the generations.,2021-06-24 14:00:54
11,a,GRANT ROBERTSON,"Last night, we saw that nice guys can finish first. On behalf of the Government, I say congratulations and thank you to the Black Caps, world test cricket champions.",2021-06-24 14:00:54
12,Speech,MARJA LUBECK," I move, That the report of the Education and Workforce Committee on the Inquiry into student accommodation be noted.",2021-06-24 15:05:25
13,a,MARJA LUBECK,"Tēnā koe e te Māngai o te Whare, and thank you, Mr Speaker, for the opportunity to start off this special debate into the report of the Education and Workforce Committee's inquiry into student accommodation. As the chair of the select committee, I thought it might benefit the House for me to show how we came about this report and speak on the process that we went through and, as well, the findings of our report.",2021-06-24 15:05:25
14,a,MARJA LUBECK,"In 2020, the Education and Workforce Committee for the 52nd Parliament opened an inquiry into student accommodation because it wanted to learn more about students' experiences and recommend what could be done to improve the systems and processes associated with student accommodation. The terms of reference for the inquiry, while we centred them around the student experience, were kept broad to allow the committee to investigate the range of issues and concerns raised through submissions, but also as a means of starting a dialogue between all the parties and how we could raise the standard of student accommodation in New Zealand. We wanted to learn more about how student accommodation providers were performing in regards to pastoral care, transparency of decision making, and cultural competency, as well as the role of those servicing student accommodation, particularly for residential assistants (RAs), who tend to live on site and provide ongoing pastoral care to their residents.",2021-06-24 15:05:25
15,a,MARJA LUBECK,"This inquiry was also designed to help inform the development of a pastoral care code by the Government. There is an interim code at the moment, which was introduced by the Minister of Education, the Hon Chris Hipkins. This interim code, which was supported by all parties, was introduced following the tragic death of Mason Pendrous in 2019, whilst living in student accommodation. Following the establishment of the current 53rd Parliament, our select committee re-adopted the inquiry and received 148 submissions and heard 30 oral submissions, including a variety of students, student associations, owners and operators of student accommodation, and tertiary education providers.",2021-06-24 15:05:25
16,a,MARJA LUBECK,"During this time, the Government was continuing its work on developing the new code of pastoral care. This will set out the expectations that tertiary organisations and accommodation providers must meet for student wellbeing and safety. Our terms of reference guided our work on this inquiry, and after listening to all the submitters, the committee's conclusions fell into four main themes. We therefore structured our report according to these areas of the student accommodation system which seemed to be most in need of improvement.",2021-06-24 15:05:25
17,a,MARJA LUBECK,"So if I then start with the first area: we heard concerns around the transparency and accountability of the governance structures present within student accommodation. Submitters told us that finding this information can be difficult and that can then lead to a lack of understanding around who is responsible for what particular decision making. We heard from the submitters that this has practical implications, as a student may not be able to identify the appropriate point of contact for an issue they're having and how they can resolve that issue. The Tertiary Education Union told us, for example, that due to a lack of clear and accessible information pertaining to complaints processes, policies, and governance structures, it is currently difficult for learners in student accommodation to seek adequate assistance in instances where conflict resolution is required.",2021-06-24 15:05:25
18,a,MARJA LUBECK,"Now, this particular issue of dispute resolution was then our second theme in our findings. We heard from students and student associations that more needed to be done to support students through the process and that some students had an apprehension about raising an issue as they felt they could potentially risk losing their home. Dr Myra Williamson spoke to this power imbalance in her submission, and she compared it to a line from the Eagles' ""Hotel California"": ""You can check out any time you like but you can never leave."" And I believe that this may be the first time ever that the Eagles were referenced in a submission.",2021-06-24 15:05:25
19,a,MARJA LUBECK,"Submitters gave us many suggestions on how the student voice could be brought into the decision making and how information can be appropriately disseminated to enable full participation in that particular decision making. Our report recommended that student accommodation providers be required to practise the details and the outcomes outlined in the proposed education code of practice 2021. These would provide for students to be engaged in the decision making at a level where they are empowered through access to information and with access to a more strongly connected internal complaints process, the New Zealand Qualifications Authority complaints process, and the dispute resolution scheme in a proposed code of practice. ",2021-06-24 15:05:25
20,a,MARJA LUBECK,"We also investigated how wellbeing and safety of staff in student accommodation was handled. In that particular regard, I want to make a mention of the high level of professionalism that there is amongst student accommodation staff. We know that accommodation staff across the board work hard and are dedicated to meeting residents' needs and ensuring residents in student accommodation have a positive experience. Student accommodation is increasingly becoming a professional career path, and through the inquiry, the committee heard from current and former staff who have been working in this sector for a long time and have a wealth of experience. In addition to the long-term accommodation, staff are residential assistants. These roles are filled year on year by senior students and play a key part in a wider student accommodation staff support provided to residents, including, for example, initial residential support and response in identifying situations for follow-up escalation. ",2021-06-24 15:05:25
21,a,MARJA LUBECK,"The committee welcomed the focus of the proposed code of practice on wellbeing and support and recommended that ongoing training should be provided to accommodation staff, including RAs, so they can perform their roles more effectively and raise the standard of the training that is provided.",2021-06-24 15:05:25
22,a,MARJA LUBECK,"Many submitters told us, including the New Zealand Union of Students' Association, about specific areas they believe the training should include, from understanding of the Tiriti, diversity and cultural competency, physical and sexual violence prevention, and responding to mental health issues and suicide prevention. It became clear, hearing the submissions, that there was a great variety in the number of residential assistants, training, timing of training, and also expectations on them in the role. But although accommodation staff play a vital role in supporting residents' wellbeing and safety in student accommodation, it's important to remember that they are not the silver bullet. Accommodation staff sit amongst a wider support network available to residents, including support provided through the tertiary education provider. ",2021-06-24 15:05:25
23,a,MARJA LUBECK,"So I spoke about four themes—so then I get to the final, fourth, theme, which is the emergency preparedness of tertiary education providers and their response to COVID-19. When New Zealand went into a lockdown to prepare for COVID-19 and stop the spread, the students, education providers, and accommodation providers faced uncertainty, and that led to inconsistency in the level of support and information provided to students. ",2021-06-24 15:05:25
24,a,MARJA LUBECK,"We noticed that there is work being done in the proposed code to outline expectations on accommodation providers in terms of emergency response planning, guidance given to residents in an emergency situation, and on the reasonableness of accommodation providers' refund policies, because we heard from many students about financial insecurity and they felt it was unfair that they had to pay their fees living off premises during the lockdown. So we endorse those expectations and we look forward to seeing how these submissions will inform the ongoing work that the Government is doing.",2021-06-24 15:05:25
25,a,MARJA LUBECK,"I really enjoyed working on this inquiry. All members of our select committee worked really collegially, and we look forward to the Government's response by early August of this year. ",2021-06-24 15:05:25
26,a,MARJA LUBECK,"I would like to thank everybody who made a submission during this process—the experiences that people shared with us, all of their stories. They have significantly contributed to the work and the recommendations that we subsequently made to the Government. The stories that we're told will inform the next steps that this Government is taking, what we're doing on the new pastoral care code of practice, and the dispute resolution scheme. That particular work will be informed by all of the stories and submissions that we heard.",2021-06-24 15:05:25
27,a,MARJA LUBECK,"I would also like to thank the officials, the advisers, and our fantastic Office of the Clerk team that supported our select committee through this particular work.",2021-06-24 15:05:25
28,a,MARJA LUBECK,"I'd like to thank my committee members, who all took part in this inquiry, for their collegial stance during the whole inquiry, so that's Camilla Belich, Paul Goldsmith, Jan Logie, Jo Luxton, Ibrahim Omer, Angela Roberts, Erica Stanford, and Chris Baillie. Jamie Strange and Penny Simmonds get a special mention for taking part in the latter part of the inquiry. And, of course, it would be remiss if I didn't acknowledge Chlöe Swarbrick, who was the Greens spokesperson on tertiary education at the start of the inquiry and she continued to play an important part during the inquiry in this term of our 53rd Parliament. Thank you, Madam Speaker.",2021-06-24 15:05:25
0,Speech,CHRIS HIPKINS," I wish to make a ministerial statement. Just over an hour ago, Cabinet met and decided, out of an abundance of caution, to move to alert level 2 in the greater Wellington region, which includes the Wairarapa and the Kāpiti Coast, from 6 p.m. tonight to 11.59 p.m. on Sunday. The rest of New Zealand remains at COVID-19 alert level 1. This follows the positive COVID-19 test for the traveller from Sydney who was in Wellington over the weekend. These settings will be reviewed by Cabinet again on Sunday.",2021-06-23 14:00:38
1,a,CHRIS HIPKINS,"This is the first time that we have moved up to alert level 2 to manage the potential risk of COVID-19 in the community. This is not a lockdown. If we all contribute and follow the health behaviours at alert level 2, we can break any potential transmission. I would reiterate that these are precautionary measures that will remain in place while we contact trace and test all of those who we need to. First and foremost, we want to ensure that New Zealanders are not unnecessarily exposed to COVID-19. We have always had a plan for a situation like this. Our contact tracers are currently working at pace, and they have been since we were first notified of this case last night.",2021-06-23 14:00:38
2,a,CHRIS HIPKINS,"The positive case, who is back in Sydney, was being spoken to until well after most people here in New Zealand had already gone to bed, and again early this morning. The person's four close contacts in New Zealand were notified last night. They were put into self-isolation and they were tested first thing this morning. Two of those results have come back; they were negative. I was advised on the way to the House that the remaining two have also come back and they have also been negative. Locations of interest were identified, published, and updated as more information has come to light throughout the day. We continue to work closely with the case and close contacts to ensure that we've got all of the information we need for a swift response.",2021-06-23 14:00:38
3,a,CHRIS HIPKINS,"The decision follows the pause in quarantine-free travel with New South Wales. The decision to do that was made at around 5 o'clock last night. To be clear: that decision was taken before we were notified of the current positive case from the person who had been in Wellington. We've taken a deliberately cautious approach to pausing travel when there is community transmission in Australia, and that continues. Where cases cannot be linked to the border, or there are unanswered questions as to their origin, we will consider a pause. That is what we have done again in this case.",2021-06-23 14:00:38
4,a,CHRIS HIPKINS,"A reminder about what alert level 2 means for Wellington: it means that gatherings of more than 100 people should not take place. We know that gatherings pose the biggest risk of spread—this includes weddings, birthdays, funerals, tangi, and church services. Social distancing measures should be observed: 2 metres in public places and in retail stores, like supermarkets and clothes shops, and at least 1 metre in most other places, such as workplaces, cafes, restaurants, and gyms. The wearing of face masks remains compulsory on all public transport, and I also encourage people to wear them when they are waiting for public transport or are in taxis and ride-share services. I'd also encourage people to wear a face covering in any situation where physical distancing is not possible. Businesses can open but they need to follow public health rules, including ensuring physical distancing, record keeping, and the cap of 100 people. Schools and early childhood services also stay open at alert level 2. Hospitality venues must apply the three S's: seated, separated, and single server. ",2021-06-23 14:00:38
5,a,CHRIS HIPKINS,"The message remains: if you are sick, please stay home; don't go to work or school and don't socialise. If you've got symptoms of a cold or flu, or aches and pains, call your doctor or Healthline and ask about being tested. Please keep track of where you have been at all times. This is a reminder of the importance of our COVID Tracer app and maintaining accurate records of one's movements. While travel is not restricted under alert level 2, people should be encouraged, and are encouraged, to take their behaviours and take their alert level with them when they are outside of the Wellington region—so, for example, if someone was in Wellington over the weekend and they are now in Christchurch, please do not attend large gatherings. This will help for us all to keep each other safe.",2021-06-23 14:00:38
6,Speech,SPEAKER," I have received a letter from David Seymour seeking to debate under Standing Order 399 the decision of Cabinet to raise the COVID-19 alert level to level 2 in Wellington. This is a particular case of recent occurrence for which there is ministerial responsibility. Although the application was lodged after 1 p.m., the event to which it relates occurred after that time, so according to Speaker's ruling 199/2 the application can be accepted. A ministerial statement has been made on the change in alert levels. Members have had the opportunity to discuss the matter today. I'm sorry; I'm deliberately doing this quite slowly to see if the member's here. There is an opportunity for this matter to be considered as part of the general debate, and therefore I don't think that further time should be set aside on this matter today, and therefore I decline the application.",2021-06-23 15:28:17
7,Interjection,Chris Hipkins," Just as well for you, David.",2021-06-23 15:28:17
8,ContinueSpeech,SPEAKER," Well, I was going to say it was pretty close. ",2021-06-23 15:28:17
0,Speech,SPEAKER," Members, it has been drawn to my attention that a recent decision of the High Court raises a general matter of privilege that requires further examination. This matter has not been raised by a complaint from a member, but it is my opinion that the subject is sufficiently important enough to exercise my authority under Standing Order 414. The decision in Staples v Freeman [2021] NZHC 1308, dated 4 June 2021, relates to an action for defamation and substantively considers a speech made in the House on 23 July 2014. The issue for consideration by the Privileges Committee is whether the court's treatment of the member's speech in its determination of the action for defamation compromises the House's privilege of free speech as described in the Parliamentary Privilege Act 2014 and in article 9 of the Bill of Rights 1688. The Privileges Committee is the body that the House has established to investigate such matters. It has the power to hear evidence and to formulate recommendations for the House that will provide guidance for the future.",2021-06-22 14:03:07
1,Speech,SPEAKER," I've received a letter from the Hon Eugenie Sage and Chlöe Swarbrick seeking to debate under Standing Order 399 the release by the Government of Revitalising the Gulf—Government action on the Sea Change Plan. This is a particular case of recent occurrence for which there is ministerial responsibility. The test for whether a matter requires the immediate attention of the House is a high one. The matter is, undoubtedly, an important one. The strategy is to be implemented over time, and there will be further opportunities to debate the success of each element of it. Implementing parts of the strategy requires legislation. While the application comes close, it does not have a sufficient element of urgency to warrant setting aside the business of the House today. The application is therefore declined. It could, however, be the subject of an application to the Business Committee for a special debate.",2021-06-22 15:05:47
0,Speech,JAMES SHAW," I wish to make a ministerial statement relating to the release of the Climate Change Commission's report, Ināia tonu nei: a low emissions future for Aotearoa. ",2021-06-09 14:02:00
1,Interjection,SPEAKER, Just keep going.,2021-06-09 14:02:00
2,ContinueSpeech,JAMES SHAW," Thank you, Mr Speaker. Earlier today, I tabled the advice in Parliament that the Government has received from the politically independent, science-led Climate Change Commission on the total amount of global warming pollution Aotearoa New Zealand must cut over the next 15 years. The commission's advice also provides an achievable, affordable, and technologically feasible blueprint for achieving this. As members read through the advice in the coming days and weeks, there are four main points to keep in mind. They are that addressing the climate crisis is achievable, it is affordable, it offers huge opportunities for improved wellbeing and innovation, and that it must be planned in a fair and equitable way and honour Te Tiriti o Waitangi. ",2021-06-09 14:02:00
3,a,JAMES SHAW,"Starting with the targets themselves, I'd like to take each of these in turn. The Climate Change Commission says that our climate change targets are achievable and can be met with existing technology, but only if we act now. Over the last 3½ years, this Government has laid the foundations from which the commission is now asking us to build. This will help to ensure a sustained decline in the pollution that we put into the atmosphere, and it will mean future Governments can ensure that this decline continues and, in fact, picks up pace every year until we hit net zero. ",2021-06-09 14:02:00
4,a,JAMES SHAW,"The commission is also clear that taking the action required of us is affordable. According to the world's leading scientists, we must cut global emissions in half by 2030 to have any chance of staying within the 1.5 degrees Celsius global warming threshold. That is now less than nine years away. If we delay action for another year, that drops to eight, but the size of the effort doesn't get any smaller. We still have to cut the same amount of pollution, whether we do it in seven years or eight or nine, if we start today. Every year of delay makes the effort harder and more expensive than if we just get on with it right now. Those calling for delay, as they always do, are in fact calling for higher costs and greater economic disruption than is necessary, and the commission makes that clear. It predicts that delaying action would cost us 2.3 percent of GDP—almost double the cost to our economy of acting now. ",2021-06-09 14:02:00
5,a,JAMES SHAW,"The third point is to draw members' attention to the opportunities within our grasp. A zero-carbon economy will create cleaner, more vibrant, and healthier communities in every part of our economy. It will connect our towns and cities with frequent and fast trains and buses, and roads freer of congestion. It will create green jobs that pay people enough to provide for their families and put a roof over their heads. It will support innovation, new business opportunities, and new investment in clean-tech, high-value industries. It will benefit people's health because of warmer, drier homes, more walking and cycling, and less air pollution. When the commission released its draft advice in January, I said that I had never felt more confident that a climate-friendly, healthy, and prosperous future for New Zealand was within reach, and I still feel the same today. ",2021-06-09 14:02:00
6,a,JAMES SHAW,"Finally, though the commission's advice makes clear the overall benefit to New Zealand of the transition to a lower-emissions future, it does say that the impacts will not necessarily be evenly felt. There will be people up and down the country wondering what the transition means for their families and for their livelihoods. On this, the commission presses upon the Government the need to plan our transition in a fair, equitable, and inclusive way. This includes working in partnership with iwi Māori and local communities, and signalling policies well in advance to give everyone time to plan. ",2021-06-09 14:02:00
7,a,JAMES SHAW,"The first chance the Government will have to show that we are equal to the challenge that the Climate Change Commission has set us will come with the setting of the first three emissions budgets and the emissions reduction plan. This plan will need to include policies and strategies that cut across every sector of the economy, including agriculture and forestry, transport, building and construction, waste and heat industry, and power. It will also look at the changes needed across the finance system, infrastructure, and planning and emissions pricing. ",2021-06-09 14:02:00
